sepal width,53
petal width,53
petal length,52
4.31184551989,49
sepal length,49
4.30334663369,38
2.37105084213,33
4.07395539412,32
4.00450551608,31
3.11863578047,27
1.96072370036,26
1.39372176315,26
3.10344849404,26
4.848865586,23
1.43815375605,23
1.67291228473,22
3.59076322185,22
4.08310833288,22
3.81027969874,21
1.59101864024,20
4.23003427086,20
3.05045191281,19
4.69030767216,19
1.96701262315,19
4.13604818517,18
2.83268960733,18
2.18915816508,17
4.54055100239,16
3.89848321708,16
2.20068026182,16
1.6678434862,16
1.44967370203,16
4.58176649585,15
2.21786097648,14
4.50798754377,14
4.63836060169,13
2.94963901858,12
3.2076341759,12
4.78710192739,11
1.05906688143,11
1.40381566536,11
3.67173551208,10
1.35160925019,9
4.16560692491,8
4.58785423488,8
3.08313365782,7
2.23070662394,7
4.36685859536,7
3.35233959378,6
2.86938463469,6
4.29321971278,5
1.5367980777,3
4.44655589802,3
4.19201733307,2
pointa, 0